localBodyCode,status,matched_district(s)
252006,FULL MATCH,544
252007,FULL MATCH,544
252008,FULL MATCH,539
252009,FULL MATCH,539
252010,FULL MATCH,539
252012,FULL MATCH,539
252013,FULL MATCH,539
252014,FULL MATCH,539
252015,FULL MATCH,539
252016,FULL MATCH,539
252017,FULL MATCH,534
252018,FULL MATCH,534
252021,FULL MATCH,534
252027,FULL MATCH,534
252029,FULL MATCH,534
252033,FULL MATCH,534
252034,FULL MATCH,534
252035,FULL MATCH,534
252036,FULL MATCH,534
252037,FULL MATCH,541
252038,FULL MATCH,541
252039,FULL MATCH,541
252040,FULL MATCH,541
252042,FULL MATCH,545
252043,FULL MATCH,545
252045,AMBIGUOUS MATCH,545
252049,FULL MATCH,545
252050,FULL MATCH,545
252051,FULL MATCH,545
252052,FULL MATCH,"531, 545"
252053,FULL MATCH,531
252054,FULL MATCH,531
252055,FULL MATCH,531
252056,FULL MATCH,531
252057,FULL MATCH,551
252061,FULL MATCH,551
252071,AMBIGUOUS MATCH,551
252075,FULL MATCH,551
252077,FULL MATCH,551
252079,FULL MATCH,551
252082,FULL MATCH,552
252084,FULL MATCH,552
252087,FULL MATCH,552
252095,FULL MATCH,"552, 793"
252096,FULL MATCH,"552, 793"
252097,FULL MATCH,"552, 793"
252099,FULL MATCH,793
252100,FULL MATCH,793
252108,AMBIGUOUS MATCH,"555, 558"
252110,AMBIGUOUS MATCH,"555, 558"
252111,AMBIGUOUS MATCH,"555, 557"
252112,AMBIGUOUS MATCH,"555, 557"
252125,AMBIGUOUS MATCH,"555, 557"
252139,AMBIGUOUS MATCH,"555, 557"
252144,AMBIGUOUS MATCH,"555, 557"
252149,AMBIGUOUS MATCH,555
252155,AMBIGUOUS MATCH,555
252157,AMBIGUOUS MATCH,"555, 561"
252159,AMBIGUOUS MATCH,"555, 561"
252160,AMBIGUOUS MATCH,"555, 561"
252169,AMBIGUOUS MATCH,"555, 562"
252170,AMBIGUOUS MATCH,"555, 562"
252171,AMBIGUOUS MATCH,"555, 562"
252172,AMBIGUOUS MATCH,"555, 562"
252173,AMBIGUOUS MATCH,555
252174,AMBIGUOUS MATCH,555
252175,AMBIGUOUS MATCH,"555, 563"
252176,AMBIGUOUS MATCH,"555, 563"
252178,AMBIGUOUS MATCH,555
252180,AMBIGUOUS MATCH,"555, 566"
252181,AMBIGUOUS MATCH,"555, 566"
252184,AMBIGUOUS MATCH,555
252194,AMBIGUOUS MATCH,555
252200,AMBIGUOUS MATCH,555
252204,AMBIGUOUS MATCH,"555, 566"
252205,AMBIGUOUS MATCH,555
252207,AMBIGUOUS MATCH,555
252208,AMBIGUOUS MATCH,555
252211,AMBIGUOUS MATCH,555
252215,AMBIGUOUS MATCH,"555, 559"
252218,AMBIGUOUS MATCH,555
252220,FULL MATCH,555
252224,AMBIGUOUS MATCH,555
252226,AMBIGUOUS MATCH,555
252227,AMBIGUOUS MATCH,555
252230,AMBIGUOUS MATCH,555
252231,AMBIGUOUS MATCH,555
252233,AMBIGUOUS MATCH,555
252234,AMBIGUOUS MATCH,555
252236,AMBIGUOUS MATCH,555
252238,AMBIGUOUS MATCH,555
252239,AMBIGUOUS MATCH,555
252242,AMBIGUOUS MATCH,"554, 555"
252247,AMBIGUOUS MATCH,"554, 555"
252248,AMBIGUOUS MATCH,"554, 555"
252249,AMBIGUOUS MATCH,"554, 555"
252250,AMBIGUOUS MATCH,"554, 555"
252251,AMBIGUOUS MATCH,555
252252,AMBIGUOUS MATCH,"555, 564"
252253,AMBIGUOUS MATCH,555
252254,AMBIGUOUS MATCH,555
252255,AMBIGUOUS MATCH,"555, 559"
252256,AMBIGUOUS MATCH,555
252257,AMBIGUOUS MATCH,555
252258,AMBIGUOUS MATCH,555
252259,AMBIGUOUS MATCH,"555, 565"
252260,AMBIGUOUS MATCH,"555, 565"
252261,AMBIGUOUS MATCH,"555, 565"
252262,FULL MATCH,589
252263,FULL MATCH,589
252264,FULL MATCH,589
252265,FULL MATCH,589
252268,FULL MATCH,589
252269,FULL MATCH,589
252270,FULL MATCH,589
252271,FULL MATCH,589
252273,FULL MATCH,589
252275,FULL MATCH,589
252276,FULL MATCH,589
252277,FULL MATCH,"568, 589"
252278,FULL MATCH,"574, 589"
252279,FULL MATCH,589
252283,FULL MATCH,"568, 589"
252294,AMBIGUOUS MATCH,"568, 589, 730"
252295,FULL MATCH,574
252298,FULL MATCH,"574, 589"
252299,FULL MATCH,"574, 589"
252319,AMBIGUOUS MATCH,"589, 730"
252329,FULL MATCH,"574, 730"
252330,FULL MATCH,730
252332,FULL MATCH,730
252333,FULL MATCH,730
252336,FULL MATCH,574
252340,FULL MATCH,586
252341,FULL MATCH,574
252342,FULL MATCH,"574, 730"
252343,FULL MATCH,730
252344,FULL MATCH,730
252346,FULL MATCH,730
252347,FULL MATCH,730
252348,FULL MATCH,730
252349,FULL MATCH,730
252350,FULL MATCH,595
252351,FULL MATCH,595
252359,FULL MATCH,"595, 731"
252360,FULL MATCH,731
252361,FULL MATCH,731
252363,FULL MATCH,584
252364,FULL MATCH,731
252365,FULL MATCH,731
252366,FULL MATCH,731
252367,AMBIGUOUS MATCH,731
252369,FULL MATCH,731
252370,FULL MATCH,731
252371,FULL MATCH,731
252372,AMBIGUOUS MATCH,731
252373,FULL MATCH,731
252374,FULL MATCH,731
252375,FULL MATCH,"593, 731"
252376,FULL MATCH,"593, 731"
252377,FULL MATCH,595
252381,FULL MATCH,595
252388,FULL MATCH,595
252389,FULL MATCH,595
252391,FULL MATCH,"595, 732"
252392,FULL MATCH,732
252394,FULL MATCH,"595, 732"
252395,FULL MATCH,732
252396,FULL MATCH,732
252397,FULL MATCH,732
252398,FULL MATCH,732
252399,FULL MATCH,577
252401,FULL MATCH,577
252402,FULL MATCH,577
252404,FULL MATCH,577
252405,FULL MATCH,577
252406,FULL MATCH,577
252407,FULL MATCH,"571, 577"
252408,FULL MATCH,"571, 577"
252409,FULL MATCH,571
252410,FULL MATCH,577
252411,FULL MATCH,577
252412,FULL MATCH,571
252413,FULL MATCH,571
252414,FULL MATCH,571
252415,FULL MATCH,571
252416,FULL MATCH,"571, 584"
252417,FULL MATCH,571
252419,FULL MATCH,571
252420,FULL MATCH,"593, 595"
252422,FULL MATCH,593
252424,FULL MATCH,"593, 731"
252425,FULL MATCH,593
252426,FULL MATCH,593
252427,FULL MATCH,593
252428,FULL MATCH,593
252429,FULL MATCH,593
252430,FULL MATCH,593
252431,FULL MATCH,593
252432,FULL MATCH,593
252433,FULL MATCH,593
252434,FULL MATCH,593
252435,FULL MATCH,593
252436,FULL MATCH,596
252437,FULL MATCH,596
252438,FULL MATCH,596
252439,FULL MATCH,"596, 730"
252440,FULL MATCH,596
252441,FULL MATCH,596
252442,FULL MATCH,596
252443,FULL MATCH,596
252444,FULL MATCH,729
252445,FULL MATCH,596
252446,FULL MATCH,729
252447,FULL MATCH,596
252448,FULL MATCH,729
252449,FULL MATCH,729
252450,FULL MATCH,"596, 729"
252451,FULL MATCH,729
252452,FULL MATCH,729
252453,FULL MATCH,"570, 596, 729"
252454,FULL MATCH,584
252455,FULL MATCH,584
252456,FULL MATCH,584
252457,NO MATCH,
252458,NO MATCH,
252459,FULL MATCH,584
252460,FULL MATCH,584
252462,FULL MATCH,584
252463,FULL MATCH,584
252464,FULL MATCH,584
252465,FULL MATCH,584
252466,FULL MATCH,584
252467,FULL MATCH,584
252468,FULL MATCH,584
252469,FULL MATCH,584
252470,FULL MATCH,584
252471,FULL MATCH,584
252472,NO MATCH,
252473,FULL MATCH,584
252474,NO MATCH,
252475,FULL MATCH,584
252481,FULL MATCH,584
252483,FULL MATCH,584
252484,FULL MATCH,584
252485,FULL MATCH,"580, 584"
252486,FULL MATCH,584
252487,FULL MATCH,584
252488,FULL MATCH,584
252489,FULL MATCH,584
252490,FULL MATCH,584
252491,FULL MATCH,584
252493,FULL MATCH,584
252494,FULL MATCH,584
252495,FULL MATCH,584
252496,FULL MATCH,584
252497,FULL MATCH,"580, 584"
252498,FULL MATCH,584
252499,FULL MATCH,580
252500,FULL MATCH,580
252501,FULL MATCH,580
252502,FULL MATCH,580
252505,FULL MATCH,634
252506,FULL MATCH,"573, 580"
252508,FULL MATCH,580
252509,FULL MATCH,580
252510,FULL MATCH,580
252511,FULL MATCH,580
252512,FULL MATCH,580
252513,FULL MATCH,580
252514,FULL MATCH,580
252515,FULL MATCH,580
252516,FULL MATCH,580
252517,FULL MATCH,733
252518,FULL MATCH,580
252520,FULL MATCH,584
252521,FULL MATCH,580
252522,FULL MATCH,580
252523,FULL MATCH,580
252524,FULL MATCH,580
252525,FULL MATCH,580
252526,FULL MATCH,580
252527,FULL MATCH,573
252528,FULL MATCH,573
252529,FULL MATCH,573
252530,FULL MATCH,573
252531,FULL MATCH,"569, 573, 634"
252532,FULL MATCH,573
252533,FULL MATCH,573
252534,FULL MATCH,573
252535,FULL MATCH,573
252536,FULL MATCH,573
252537,FULL MATCH,573
252538,FULL MATCH,"573, 634"
252539,FULL MATCH,573
252540,FULL MATCH,"573, 634"
252541,FULL MATCH,"573, 634"
252542,FULL MATCH,573
252543,FULL MATCH,573
252544,FULL MATCH,573
252545,FULL MATCH,573
252546,FULL MATCH,573
252547,FULL MATCH,573
252548,FULL MATCH,733
252549,FULL MATCH,573
252550,FULL MATCH,"573, 634"
252551,FULL MATCH,573
252552,FULL MATCH,576
252553,FULL MATCH,573
252554,FULL MATCH,573
252555,FULL MATCH,573
252556,FULL MATCH,"574, 589"
252558,FULL MATCH,573
252560,FULL MATCH,"573, 634"
252562,FULL MATCH,"573, 634"
252564,FULL MATCH,573
252565,FULL MATCH,573
252568,FULL MATCH,573
252572,FULL MATCH,573
252573,FULL MATCH,"573, 634"
252574,FULL MATCH,573
252575,FULL MATCH,573
252576,NO MATCH,
252577,FULL MATCH,573
252578,FULL MATCH,573
252579,FULL MATCH,733
252580,FULL MATCH,573
252581,FULL MATCH,573
252582,FULL MATCH,573
252583,FULL MATCH,573
252584,FULL MATCH,573
252585,FULL MATCH,634
252587,FULL MATCH,634
252588,FULL MATCH,634
252589,AMBIGUOUS MATCH,"576, 634"
252590,FULL MATCH,634
252591,FULL MATCH,634
252592,FULL MATCH,634
252593,FULL MATCH,634
252594,FULL MATCH,587
252595,FULL MATCH,587
252596,AMBIGUOUS MATCH,"587, 588"
252597,FULL MATCH,587
252598,FULL MATCH,587
252599,FULL MATCH,587
252600,FULL MATCH,587
252601,FULL MATCH,587
252602,FULL MATCH,587
252603,FULL MATCH,587
252605,FULL MATCH,587
252607,FULL MATCH,587
252608,FULL MATCH,587
252609,FULL MATCH,587
252610,FULL MATCH,587
252611,FULL MATCH,"569, 573"
252612,AMBIGUOUS MATCH,"569, 573"
252613,FULL MATCH,"569, 582"
252614,FULL MATCH,"569, 573"
252615,FULL MATCH,634
252616,FULL MATCH,634
252617,FULL MATCH,569
252621,NO MATCH,
252626,FULL MATCH,588
252627,FULL MATCH,569
252628,FULL MATCH,569
252629,FULL MATCH,569
252630,FULL MATCH,634
252632,FULL MATCH,569
252633,AMBIGUOUS MATCH,"569, 573, 576, 634"
252634,FULL MATCH,569
252636,FULL MATCH,634
252638,FULL MATCH,569
252639,AMBIGUOUS MATCH,"587, 588"
252641,FULL MATCH,569
252642,FULL MATCH,569
252653,FULL MATCH,569
252655,FULL MATCH,569
252656,FULL MATCH,569
252657,FULL MATCH,569
252658,FULL MATCH,569
252659,FULL MATCH,569
252660,FULL MATCH,578
252661,FULL MATCH,569
252664,FULL MATCH,578
252665,FULL MATCH,569
252666,FULL MATCH,569
252667,FULL MATCH,569
252668,FULL MATCH,569
252670,FULL MATCH,569
252671,FULL MATCH,569
252673,FULL MATCH,569
252674,FULL MATCH,569
252676,FULL MATCH,569
252677,FULL MATCH,569
252678,FULL MATCH,569
252679,NO MATCH,
252680,FULL MATCH,569
252681,AMBIGUOUS MATCH,"569, 588"
252682,FULL MATCH,634
252683,FULL MATCH,634
252685,FULL MATCH,634
252686,FULL MATCH,634
252687,FULL MATCH,634
252688,FULL MATCH,634
252689,NO MATCH,
252690,FULL MATCH,572
252691,FULL MATCH,572
252692,FULL MATCH,572
252693,FULL MATCH,572
252694,FULL MATCH,572
252695,FULL MATCH,572
252696,FULL MATCH,572
252697,FULL MATCH,572
252698,FULL MATCH,572
252699,FULL MATCH,572
252700,FULL MATCH,572
252701,FULL MATCH,572
252702,FULL MATCH,572
252703,FULL MATCH,572
252704,FULL MATCH,572
252705,FULL MATCH,572
252707,AMBIGUOUS MATCH,572
252709,FULL MATCH,572
252710,FULL MATCH,572
252711,FULL MATCH,572
252712,FULL MATCH,572
252713,FULL MATCH,572
252714,FULL MATCH,572
252715,FULL MATCH,572
252716,FULL MATCH,572
252717,FULL MATCH,572
252718,FULL MATCH,572
252719,FULL MATCH,"576, 634"
252720,AMBIGUOUS MATCH,"576, 588"
252723,FULL MATCH,576
252725,FULL MATCH,576
252726,FULL MATCH,576
252727,FULL MATCH,576
252729,FULL MATCH,576
252730,FULL MATCH,576
252731,FULL MATCH,576
252732,FULL MATCH,576
252733,FULL MATCH,576
252734,FULL MATCH,591
252735,FULL MATCH,591
252736,FULL MATCH,591
252737,FULL MATCH,591
252738,FULL MATCH,591
252739,FULL MATCH,591
252740,FULL MATCH,591
252741,FULL MATCH,591
252742,FULL MATCH,591
252743,FULL MATCH,591
252744,FULL MATCH,"591, 610"
252745,FULL MATCH,591
252747,FULL MATCH,591
252748,FULL MATCH,591
252749,AMBIGUOUS MATCH,591
252752,FULL MATCH,591
252754,FULL MATCH,591
252757,FULL MATCH,591
252758,FULL MATCH,"582, 591"
252759,FULL MATCH,"581, 584, 591"
252760,FULL MATCH,"581, 591"
252761,FULL MATCH,581
252762,FULL MATCH,581
252763,FULL MATCH,581
252764,FULL MATCH,610
252765,FULL MATCH,610
252766,FULL MATCH,610
252767,FULL MATCH,"581, 610"
252768,FULL MATCH,"570, 596"
252769,FULL MATCH,570
252770,FULL MATCH,570
252771,FULL MATCH,570
252773,FULL MATCH,570
252775,FULL MATCH,570
252776,FULL MATCH,570
252777,FULL MATCH,570
252778,FULL MATCH,570
252779,FULL MATCH,570
252780,FULL MATCH,570
252781,FULL MATCH,570
252782,FULL MATCH,570
252783,FULL MATCH,"570, 610"
252784,FULL MATCH,570
252785,FULL MATCH,570
252786,FULL MATCH,"570, 729"
252787,FULL MATCH,570
252788,FULL MATCH,570
252789,FULL MATCH,570
252790,FULL MATCH,570
252791,FULL MATCH,735
252792,FULL MATCH,735
252793,FULL MATCH,735
252794,FULL MATCH,735
252795,FULL MATCH,"586, 735"
252796,FULL MATCH,735
252797,FULL MATCH,579
252799,FULL MATCH,579
252800,FULL MATCH,579
252801,FULL MATCH,579
252802,FULL MATCH,579
252803,FULL MATCH,"586, 590"
252804,FULL MATCH,590
252805,FULL MATCH,590
252806,FULL MATCH,590
252807,FULL MATCH,590
252808,FULL MATCH,590
252809,FULL MATCH,590
252810,FULL MATCH,590
252811,FULL MATCH,590
252812,FULL MATCH,590
252813,FULL MATCH,"586, 590"
252814,FULL MATCH,586
252815,FULL MATCH,586
252816,FULL MATCH,586
252817,FULL MATCH,586
252818,FULL MATCH,586
252819,AMBIGUOUS MATCH,"576, 586"
252822,FULL MATCH,"586, 590"
252823,FULL MATCH,586
252824,FULL MATCH,586
252826,FULL MATCH,"586, 590"
252828,FULL MATCH,"586, 590"
252829,FULL MATCH,586
252830,FULL MATCH,586
252831,FULL MATCH,586
252832,FULL MATCH,586
252833,AMBIGUOUS MATCH,586
252836,FULL MATCH,586
252837,FULL MATCH,586
252838,FULL MATCH,586
252839,FULL MATCH,586
252840,FULL MATCH,586
252841,FULL MATCH,586
252842,FULL MATCH,586
252843,AMBIGUOUS MATCH,"576, 582"
252844,FULL MATCH,582
252845,AMBIGUOUS MATCH,"576, 582, 634"
252848,AMBIGUOUS MATCH,582
252849,FULL MATCH,582
252850,FULL MATCH,582
252851,FULL MATCH,582
252852,AMBIGUOUS MATCH,"582, 586, 590"
252853,FULL MATCH,582
252854,FULL MATCH,"582, 586"
252855,FULL MATCH,585
252856,FULL MATCH,585
252857,FULL MATCH,585
252858,FULL MATCH,585
252859,FULL MATCH,585
252860,FULL MATCH,585
252861,FULL MATCH,585
252862,FULL MATCH,585
252863,NO MATCH,
252864,FULL MATCH,585
252865,FULL MATCH,585
252866,FULL MATCH,585
252867,FULL MATCH,585
252868,FULL MATCH,585
252869,FULL MATCH,585
252870,FULL MATCH,578
252871,FULL MATCH,578
252872,FULL MATCH,578
252880,FULL MATCH,578
252881,FULL MATCH,578
252882,FULL MATCH,578
252883,FULL MATCH,578
252884,FULL MATCH,"578, 588"
252885,FULL MATCH,578
252886,FULL MATCH,578
252887,AMBIGUOUS MATCH,"578, 588"
252888,FULL MATCH,578
252889,FULL MATCH,578
252895,FULL MATCH,588
252896,FULL MATCH,588
252897,FULL MATCH,588
252898,FULL MATCH,588
252899,FULL MATCH,588
252900,FULL MATCH,588
252901,FULL MATCH,588
252902,FULL MATCH,588
252903,AMBIGUOUS MATCH,"569, 588"
252904,NO MATCH,
252905,FULL MATCH,588
252906,FULL MATCH,588
252908,FULL MATCH,588
252909,FULL MATCH,588
252910,FULL MATCH,588
252911,FULL MATCH,588
252912,FULL MATCH,588
252913,FULL MATCH,588
252914,FULL MATCH,588
252915,FULL MATCH,588
252916,FULL MATCH,588
252917,FULL MATCH,588
252918,FULL MATCH,588
252919,FULL MATCH,588
252920,FULL MATCH,588
252921,FULL MATCH,588
252922,FULL MATCH,588
252923,FULL MATCH,597
252924,FULL MATCH,597
252926,FULL MATCH,"597, 733"
252928,FULL MATCH,597
252930,FULL MATCH,597
252931,FULL MATCH,597
252932,FULL MATCH,597
252938,FULL MATCH,597
252943,FULL MATCH,597
252945,FULL MATCH,597
252946,FULL MATCH,597
252947,FULL MATCH,597
252948,FULL MATCH,597
252950,FULL MATCH,583
252951,FULL MATCH,583
252952,NO MATCH,
252953,FULL MATCH,583
252954,FULL MATCH,583
252955,FULL MATCH,583
252956,FULL MATCH,583
252957,NO MATCH,
252958,FULL MATCH,583
252959,FULL MATCH,583
252961,FULL MATCH,"592, 594, 733"
252962,AMBIGUOUS MATCH,"582, 591"
252964,FULL MATCH,594
252965,FULL MATCH,594
252966,FULL MATCH,594
252967,FULL MATCH,594
252968,FULL MATCH,594
252970,FULL MATCH,594
252973,FULL MATCH,594
252974,AMBIGUOUS MATCH,"583, 594"
252975,FULL MATCH,594
252976,FULL MATCH,594
252977,FULL MATCH,594
252978,FULL MATCH,594
252979,FULL MATCH,576
252980,FULL MATCH,594
252981,FULL MATCH,594
252982,FULL MATCH,594
252983,FULL MATCH,594
252984,FULL MATCH,594
252985,FULL MATCH,594
252986,FULL MATCH,594
252987,AMBIGUOUS MATCH,"573, 733"
252988,FULL MATCH,733
252989,FULL MATCH,733
252990,FULL MATCH,733
252991,FULL MATCH,733
252992,FULL MATCH,733
252993,FULL MATCH,733
252994,FULL MATCH,733
252995,FULL MATCH,733
252996,FULL MATCH,733
252997,FULL MATCH,733
252998,FULL MATCH,733
252999,FULL MATCH,733
253000,FULL MATCH,733
253001,FULL MATCH,733
253002,FULL MATCH,733
253003,FULL MATCH,733
253004,FULL MATCH,733
253005,FULL MATCH,733
253006,FULL MATCH,733
253007,FULL MATCH,733
253008,FULL MATCH,733
253009,FULL MATCH,592
253010,FULL MATCH,592
253011,FULL MATCH,592
253012,FULL MATCH,733
253013,FULL MATCH,592
253014,FULL MATCH,592
253015,FULL MATCH,592
253017,FULL MATCH,592
253018,FULL MATCH,592
253019,FULL MATCH,592
253020,NO MATCH,
253021,FULL MATCH,592
253022,FULL MATCH,592
253023,FULL MATCH,592
253024,FULL MATCH,592
253026,FULL MATCH,592
253027,FULL MATCH,592
253028,FULL MATCH,583
253029,FULL MATCH,592
253030,FULL MATCH,592
253031,FULL MATCH,592
253032,FULL MATCH,575
253033,FULL MATCH,575
253034,FULL MATCH,575
253035,FULL MATCH,575
253036,FULL MATCH,575
253037,FULL MATCH,575
253038,FULL MATCH,575
253039,FULL MATCH,575
253041,FULL MATCH,575
253042,FULL MATCH,575
253044,FULL MATCH,575
253045,FULL MATCH,575
253046,FULL MATCH,575
253048,FULL MATCH,575
253049,FULL MATCH,575
253050,FULL MATCH,575
253051,FULL MATCH,575
253052,FULL MATCH,592
253053,NO MATCH,
253054,NO MATCH,
253055,FULL MATCH,594
253056,FULL MATCH,575
253057,FULL MATCH,575
253058,FULL MATCH,575
253059,FULL MATCH,575
253060,NO MATCH,
253061,FULL MATCH,575
253062,FULL MATCH,575
253064,FULL MATCH,575
253065,FULL MATCH,575
253066,FULL MATCH,575
253067,FULL MATCH,575
253068,FULL MATCH,575
253069,FULL MATCH,575
253070,FULL MATCH,575
253071,FULL MATCH,575
253072,FULL MATCH,575
253073,AMBIGUOUS MATCH,"575, 592"
253074,FULL MATCH,575
253075,FULL MATCH,575
253076,FULL MATCH,575
253077,FULL MATCH,575
253078,FULL MATCH,575
253079,FULL MATCH,575
253081,FULL MATCH,575
253082,FULL MATCH,575
253083,FULL MATCH,575
253085,FULL MATCH,575
253087,FULL MATCH,575
253088,FULL MATCH,575
253089,FULL MATCH,575
253090,FULL MATCH,575
253091,FULL MATCH,575
253092,FULL MATCH,"746, 747"
253093,NO MATCH,
253094,AMBIGUOUS MATCH,"570, 596, 600"
253095,FULL MATCH,600
253096,FULL MATCH,598
253098,AMBIGUOUS MATCH,602
253100,AMBIGUOUS MATCH,371
253101,FULL MATCH,504
253102,FULL MATCH,504
253103,FULL MATCH,"441, 789"
253104,FULL MATCH,681
253105,FULL MATCH,385
253106,FULL MATCH,377
253107,FULL MATCH,377
253108,FULL MATCH,377
253109,FULL MATCH,377
253110,FULL MATCH,"375, 383"
253111,FULL MATCH,383
253112,FULL MATCH,388
253113,FULL MATCH,142
253114,AMBIGUOUS MATCH,"378, 388, 648"
253115,FULL MATCH,648
253116,FULL MATCH,649
253117,FULL MATCH,649
253118,AMBIGUOUS MATCH,"649, 650"
253119,FULL MATCH,649
253120,FULL MATCH,389
253121,FULL MATCH,389
253122,FULL MATCH,31
253123,FULL MATCH,648
253124,FULL MATCH,"28, 37"
253125,AMBIGUOUS MATCH,"409, 421"
253126,FULL MATCH,"443, 676"
253127,FULL MATCH,672
253128,FULL MATCH,458
253130,FULL MATCH,531
253131,FULL MATCH,129
253132,FULL MATCH,545
253134,FULL MATCH,419
253135,FULL MATCH,673
253136,FULL MATCH,2
253137,FULL MATCH,"457, 460"
253138,FULL MATCH,460
253139,FULL MATCH,478
253140,FULL MATCH,478
253142,FULL MATCH,10
253143,FULL MATCH,674
253144,FULL MATCH,"377, 381"
253145,FULL MATCH,"381, 637"
253146,FULL MATCH,381
253147,AMBIGUOUS MATCH,"439, 450"
253148,FULL MATCH,"375, 379"
253149,FULL MATCH,650
253150,FULL MATCH,"378, 650"
253151,FULL MATCH,650
253152,FULL MATCH,"378, 650"
253153,FULL MATCH,378
253154,FULL MATCH,"378, 646"
253155,FULL MATCH,"378, 646"
253156,FULL MATCH,646
253157,FULL MATCH,646
253158,FULL MATCH,646
253159,FULL MATCH,646
253160,FULL MATCH,650
253162,FULL MATCH,392
253164,FULL MATCH,441
253166,FULL MATCH,341
253167,FULL MATCH,751
253169,FULL MATCH,"511, 755"
253170,FULL MATCH,415
253171,FULL MATCH,415
253172,FULL MATCH,647
253174,FULL MATCH,"375, 379"
253176,FULL MATCH,"375, 647"
253177,FULL MATCH,"377, 387, 645"
253178,FULL MATCH,"377, 387, 645"
253179,FULL MATCH,387
253180,FULL MATCH,645
253181,FULL MATCH,645
253182,FULL MATCH,"377, 645"
253183,FULL MATCH,763
253184,FULL MATCH,644
253185,FULL MATCH,631
253186,FULL MATCH,631
253188,FULL MATCH,631
253189,FULL MATCH,525
253191,FULL MATCH,648
253193,FULL MATCH,"390, 429"
253194,FULL MATCH,390
253195,FULL MATCH,390
253196,FULL MATCH,390
253197,FULL MATCH,390
253198,FULL MATCH,380
253199,FULL MATCH,"380, 386"
253200,FULL MATCH,380
253201,FULL MATCH,615
253202,FULL MATCH,"614, 765"
253203,FULL MATCH,"247, 615"
253204,FULL MATCH,613
253205,FULL MATCH,613
253206,FULL MATCH,"246, 615"
253207,FULL MATCH,246
253209,FULL MATCH,"251, 757"
253210,FULL MATCH,248
253211,FULL MATCH,295
253212,FULL MATCH,295
253213,FULL MATCH,"613, 758"
253214,FULL MATCH,"300, 708"
253215,FULL MATCH,"374, 376"
253216,FULL MATCH,642
253217,FULL MATCH,642
253218,FULL MATCH,642
253219,AMBIGUOUS MATCH,"208, 218"
253220,FULL MATCH,760
253222,FULL MATCH,31
253223,FULL MATCH,"442, 461"
253224,FULL MATCH,450
253225,FULL MATCH,450
253226,FULL MATCH,450
253227,FULL MATCH,752
253228,FULL MATCH,328
253229,FULL MATCH,"317, 318"
253230,FULL MATCH,"440, 450"
253231,AMBIGUOUS MATCH,"326, 338"
253241,FULL MATCH,676
253244,FULL MATCH,"376, 636"
253245,FULL MATCH,636
253246,FULL MATCH,636
253247,FULL MATCH,461
253248,FULL MATCH,381
253249,FULL MATCH,"377, 381"
253250,FULL MATCH,307
253251,FULL MATCH,"393, 414"
253252,AMBIGUOUS MATCH,"502, 517, 790"
253253,AMBIGUOUS MATCH,"517, 754, 790"
253254,AMBIGUOUS MATCH,"517, 754, 790"
253255,FULL MATCH,696
253257,FULL MATCH,696
253264,FULL MATCH,292
253265,FULL MATCH,508
253266,FULL MATCH,"508, 686"
253267,FULL MATCH,"508, 692"
253268,FULL MATCH,682
253269,FULL MATCH,683
253270,FULL MATCH,755
253272,AMBIGUOUS MATCH,"517, 755, 790"
253273,AMBIGUOUS MATCH,"517, 755, 790"
253274,AMBIGUOUS MATCH,"517, 790"
253275,FULL MATCH,"522, 688"
253276,FULL MATCH,763
253277,FULL MATCH,763
253278,FULL MATCH,386
253279,FULL MATCH,"380, 386"
253280,FULL MATCH,386
253281,FULL MATCH,"189, 611"
253283,FULL MATCH,650
253284,FULL MATCH,762
253285,FULL MATCH,762
253286,FULL MATCH,762
253287,FULL MATCH,379
253288,FULL MATCH,379
253289,FULL MATCH,762
253291,FULL MATCH,"687, 720"
253295,FULL MATCH,790
253296,FULL MATCH,67
253297,FULL MATCH,504
253298,FULL MATCH,73
254922,AMBIGUOUS MATCH,"517, 749, 790"
254923,AMBIGUOUS MATCH,"510, 517, 790"
254924,AMBIGUOUS MATCH,"517, 749, 790"
254925,FULL MATCH,518
254926,FULL MATCH,"4, 620"
254930,FULL MATCH,692
257826,FULL MATCH,182
257831,FULL MATCH,"515, 752"
257864,FULL MATCH,518
257865,FULL MATCH,518
257868,AMBIGUOUS MATCH,"517, 790"
257869,FULL MATCH,790
257876,FULL MATCH,509
257906,FULL MATCH,748
257967,FULL MATCH,790
257970,FULL MATCH,686
257971,FULL MATCH,688
257989,FULL MATCH,694
257993,FULL MATCH,695
258020,FULL MATCH,485
258024,FULL MATCH,485
258029,FULL MATCH,694
258033,AMBIGUOUS MATCH,"515, 755"
258044,FULL MATCH,518
258054,FULL MATCH,744
259201,FULL MATCH,368
259672,FULL MATCH,484
259680,FULL MATCH,"344, 352"
259684,FULL MATCH,492
259685,FULL MATCH,"384, 760"
259688,FULL MATCH,69
259696,FULL MATCH,470
259697,FULL MATCH,466
259699,FULL MATCH,493
259701,FULL MATCH,474
259703,FULL MATCH,500
259704,FULL MATCH,500
259705,FULL MATCH,347
259707,AMBIGUOUS MATCH,"555, 559"
259708,AMBIGUOUS MATCH,555
259709,AMBIGUOUS MATCH,555
259710,AMBIGUOUS MATCH,"555, 562"
259711,AMBIGUOUS MATCH,"555, 558"
259820,FULL MATCH,47
259826,FULL MATCH,53
259861,FULL MATCH,302
